合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,96,63102,1408588,817473,591115,72.31,1575997,955824,620173,2026-07-10
510300,沪深300ETF华泰柏瑞,100,76880,1238298,643358,594940,92.47,1239988,710704,529284,2026-07-10
510500,中证500ETF南方,112,237044,1937067,921256,1015811,110.26,1257506,601192,656314,2026-07-10
588000,科创50ETF华夏,184,344633,4153699,2082957,2070742,99.41,2575439,1073310,1502129,2026-07-10
588080,科创50ETF易方达,174,57307,727442,384826,342616,89.03,480642,202701,277941,2026-07-10
