ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
IO2612,C,3900,162,246,11,836.0,99.8,815.8,1,851.2,1,4876.312,4703.4
IO2612,C,4000,162,212,23,738.0,85.8,727.6,1,754.0,1,4876.312,4703.4
IO2612,C,4100,162,241,19,659.0,83.8,642.6,1,679.6,1,4876.312,4703.4
IO2612,C,4200,162,162,20,588.0,91.0,561.6,1,598.8,1,4876.312,4703.4
IO2612,C,4300,162,157,5,466.0,38.0,500.0,2,512.8,1,4876.312,4703.4
IO2612,C,4400,162,412,27,440.0,73.2,427.8,1,442.8,1,4876.312,4703.4
IO2612,C,4500,162,926,275,374.6,64.8,362.6,1,380.2,1,4876.312,4703.4
IO2612,C,4600,162,1507,315,319.4,57.8,310.8,1,324.0,1,4876.312,4703.4
IO2612,C,4700,162,961,140,266.0,45.4,259.0,1,272.6,1,4876.312,4703.4
IO2612,C,4800,162,895,73,226.8,42.8,218.6,2,226.4,1,4876.312,4703.4
IO2612,C,4900,162,817,116,190.8,34.6,181.0,4,190.4,1,4876.312,4703.4
IO2612,C,5000,162,719,75,158.2,29.2,156.2,2,160.6,1,4876.312,4703.4
IO2612,C,5200,162,1031,112,108.6,17.8,105.4,1,112.2,1,4876.312,4703.4
IO2612,C,5400,162,1585,158,78.0,15.4,73.6,2,79.6,1,4876.312,4703.4
IO2612,C,5600,162,1739,653,55.0,10.0,53.0,1,56.6,1,4876.312,4703.4
IO2612,P,3900,162,977,421,26.8,-11.2,26.8,1,28.8,4,4876.312,4703.4
IO2612,P,4000,162,350,212,39.6,-12.4,37.6,1,39.8,1,4876.312,4703.4
IO2612,P,4100,162,1139,91,53.0,-19.6,51.6,2,54.2,1,4876.312,4703.4
IO2612,P,4200,162,694,74,71.6,-22.0,68.2,5,74.0,1,4876.312,4703.4
IO2612,P,4300,162,636,39,100.0,-25.0,92.0,1,97.0,1,4876.312,4703.4
IO2612,P,4400,162,897,72,130.0,-31.2,120.0,1,128.8,1,4876.312,4703.4
IO2612,P,4500,162,1214,81,159.8,-41.0,153.8,1,163.4,1,4876.312,4703.4
IO2612,P,4600,162,885,96,201.4,-50.6,200.0,1,206.6,1,4876.312,4703.4
IO2612,P,4700,162,703,51,247.2,-64.8,250.0,1,255.6,1,4876.312,4703.4
IO2612,P,4800,162,507,42,315.0,-59.8,297.8,1,316.0,1,4876.312,4703.4
IO2612,P,4900,162,235,20,371.0,-74.0,360.8,1,378.0,1,4876.312,4703.4
IO2612,P,5000,162,243,22,436.0,-82.8,429.4,1,446.6,2,4876.312,4703.4
IO2612,P,5200,162,343,8,633.6,-46.0,569.8,1,610.0,1,4876.312,4703.4
IO2612,P,5400,162,535,4,800.8,-49.4,735.8,1,776.0,1,4876.312,4703.4
IO2612,P,5600,162,277,14,982.2,-48.2,912.2,1,951.8,1,4876.312,4703.4
