合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,90,13611,344229,180588,163641,90.62,1115244,642519,472725,2026-08-28
510300,沪深300ETF华泰柏瑞,96,24276,356737,203082,153655,75.66,1006543,540114,466429,2026-08-28
510500,中证500ETF南方,158,127837,903776,507330,396446,78.14,1222752,570169,652583,2026-08-28
588000,科创50ETF华夏,164,95398,1810932,1062263,748669,70.48,2173779,1023348,1150431,2026-08-28
588080,科创50ETF易方达,158,9723,182105,96864,85241,88.0,444556,217711,226845,2026-08-28
