ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
HO2612,C,2500,171,104,7,431.0,-2.2,432.6,1,450.0,5,2989.402,2907.0
HO2612,C,2600,171,220,13,361.0,6.6,358.0,1,373.0,2,2989.402,2907.0
HO2612,C,2700,171,250,6,279.8,-4.2,281.6,1,301.4,1,2989.402,2907.0
HO2612,C,2800,171,757,28,223.8,2.2,222.2,2,234.8,1,2989.402,2907.0
HO2612,C,2900,171,864,29,178.0,6.0,171.6,1,183.6,1,2989.402,2907.0
HO2612,C,3000,171,2481,58,135.8,3.8,131.4,1,143.0,1,2989.402,2907.0
HO2612,C,3100,171,638,0,100.6,1.4,100.0,2,106.8,3,2989.402,2907.0
HO2612,C,3200,171,492,6,76.6,2.2,75.8,1,80.8,1,2989.402,2907.0
HO2612,C,3300,171,600,14,59.8,1.8,59.8,3,61.4,1,2989.402,2907.0
HO2612,C,3400,171,505,1,43.6,1.8,41.8,2,45.0,2,2989.402,2907.0
HO2612,C,3500,171,1049,31,33.0,1.2,31.0,2,33.0,2,2989.402,2907.0
HO2612,P,2500,171,1733,103,31.0,-1.8,30.6,1,32.0,2,2989.402,2907.0
HO2612,P,2600,171,519,3,51.0,-1.8,50.2,1,53.0,1,2989.402,2907.0
HO2612,P,2700,171,812,7,78.4,-3.0,76.0,1,81.0,1,2989.402,2907.0
HO2612,P,2800,171,930,30,121.4,2.6,110.0,1,122.2,1,2989.402,2907.0
HO2612,P,2900,171,832,4,170.0,2.6,157.2,1,169.6,1,2989.402,2907.0
HO2612,P,3000,171,559,11,226.2,-0.4,223.6,2,228.4,4,2989.402,2907.0
HO2612,P,3100,171,393,1,296.4,1.0,290.0,2,297.2,1,2989.402,2907.0
HO2612,P,3200,171,257,0,370.2,2.2,364.0,1,370.4,1,2989.402,2907.0
HO2612,P,3300,171,253,0,451.4,3.0,430.2,1,449.8,1,2989.402,2907.0
HO2612,P,3400,171,208,0,548.4,12.2,514.8,1,534.8,1,2989.402,2907.0
HO2612,P,3500,171,268,0,636.0,16.8,596.4,1,626.6,1,2989.402,2907.0
