合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,90287,19649,70638,96.46,52375,26660,25715,2026-06-30
159915,创业板ETF易方达,1752696,906540,846156,128.45,1254221,549019,705202,2026-06-30
159919,沪深300ETF嘉实,166705,73658,93047,56.83,188450,120159,68291,2026-06-30
159922,中证500ETF嘉实,269443,119509,149934,81.86,219324,120601,98723,2026-06-30
