合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,114258,16070,98188,80.05,61608,34217,27391,2026-07-07
159915,创业板ETF易方达,2031006,992734,1038272,99.08,1630344,818955,811389,2026-07-07
159919,沪深300ETF嘉实,111303,58101,53202,50.93,222605,147490,75115,2026-07-07
159922,中证500ETF嘉实,247000,108217,138783,55.84,298064,191265,106799,2026-07-07
