合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,61243,14758,46485,71.7,71516,41652,29864,2026-05-12
159915,创业板ETF易方达,1720938,1001442,719496,130.2,1632820,709295,923525,2026-05-12
159919,沪深300ETF嘉实,91892,61029,30863,67.5,210284,125541,84743,2026-05-12
159922,中证500ETF嘉实,197840,124647,73193,64.01,329840,201112,128728,2026-05-12
