合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,120,60573,1518207,785033,733174,93.39,1529913,950011,579902,2026-05-15
510300,沪深300ETF华泰柏瑞,136,114405,1943838,883532,1060306,120.01,1274210,679848,594362,2026-05-15
510500,中证500ETF南方,144,389088,2956797,1375074,1581723,115.03,1468840,740376,728464,2026-05-15
588000,科创50ETF华夏,152,205061,4613093,1891962,2721131,143.83,2450495,1138626,1311869,2026-05-15
588080,科创50ETF易方达,146,34754,723705,315930,407775,129.07,493982,228481,265501,2026-05-15
