合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,21907,667812,453813,213999,47.16,1506516,911993,594523,2026-08-17
510300,沪深300ETF华泰柏瑞,104,41018,847075,522552,324523,62.1,1162775,640907,521868,2026-08-17
510500,中证500ETF南方,188,174044,1577338,873941,703397,80.49,1533878,726414,807464,2026-08-17
588000,科创50ETF华夏,188,111929,2715244,1428587,1286657,90.07,2902220,1466633,1435587,2026-08-17
588080,科创50ETF易方达,180,15961,513063,156581,356482,227.67,623609,308705,314904,2026-08-17
