ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
MO2609,C,6200,189,563,15,1734.0,-22.0,1653.4,1,1720.8,1,8214.293
MO2609,C,6400,189,509,6,1531.0,-58.6,1484.6,1,1547.2,1,8214.293
MO2609,C,6600,189,622,0,1434.2,22.8,1320.2,1,1348.4,1,8214.293
MO2609,C,6800,189,497,6,1176.6,-70.2,1161.2,1,1226.8,1,8214.293
MO2609,C,7000,189,1364,26,1051.6,-55.0,1027.8,1,1058.6,1,8214.293
MO2609,C,7200,189,684,21,897.4,-61.4,887.2,1,905.0,1,8214.293
MO2609,C,7400,189,681,53,778.6,-49.8,759.0,1,792.0,1,8214.293
MO2609,C,7600,189,959,128,657.6,-50.0,658.0,1,677.0,1,8214.293
MO2609,C,7800,189,660,36,559.6,-39.0,537.2,1,573.8,1,8214.293
MO2609,C,8000,189,801,96,465.0,-41.6,460.2,1,472.0,1,8214.293
MO2609,C,8200,189,868,77,392.0,-30.6,381.6,1,394.4,1,8214.293
MO2609,C,8400,189,1087,70,323.6,-27.2,316.2,1,328.8,1,8214.293
MO2609,C,8600,189,1360,98,269.2,-19.4,262.4,3,275.2,1,8214.293
MO2609,C,8800,189,620,22,215.6,-20.0,218.0,1,223.4,1,8214.293
MO2609,C,9000,189,740,52,177.0,-16.8,177.0,1,185.0,1,8214.293
MO2609,C,9200,189,531,128,149.0,-10.0,145.2,1,155.6,1,8214.293
MO2609,C,9400,189,819,161,128.0,-3.2,123.0,1,130.6,1,8214.293
MO2609,C,9600,189,370,274,105.8,-3.0,102.8,1,108.2,2,8214.293
MO2609,P,6200,189,824,113,106.6,18.6,106.4,1,108.4,1,8214.293
MO2609,P,6400,189,642,158,136.4,24.2,129.8,1,139.8,1,8214.293
MO2609,P,6600,189,967,392,168.2,24.6,164.8,1,175.0,1,8214.293
MO2609,P,6800,189,971,229,210.0,29.0,204.2,1,210.8,2,8214.293
MO2609,P,7000,189,937,125,259.8,32.2,252.4,1,255.0,1,8214.293
MO2609,P,7200,189,1184,55,317.8,34.4,313.8,1,325.0,1,8214.293
MO2609,P,7400,189,1577,208,386.0,36.6,379.4,1,395.4,1,8214.293
MO2609,P,7600,189,1436,274,472.0,40.2,461.0,1,474.8,1,8214.293
MO2609,P,7800,189,646,69,558.4,42.4,543.4,1,580.0,1,8214.293
MO2609,P,8000,189,483,18,663.8,36.2,651.2,1,673.8,1,8214.293
MO2609,P,8200,189,323,47,787.0,53.2,772.4,1,806.4,1,8214.293
MO2609,P,8400,189,229,21,879.4,19.4,903.6,2,937.6,1,8214.293
MO2609,P,8600,189,608,4,1062.2,63.0,1047.2,1,1087.4,1,8214.293
MO2609,P,8800,189,393,0,1189.0,46.4,1188.4,1,1242.0,1,8214.293
MO2609,P,9000,189,246,4,1370.4,67.2,1338.0,1,1414.6,1,8214.293
MO2609,P,9200,189,111,0,1398.6,-62.2,1506.4,1,1567.8,1,8214.293
MO2609,P,9400,189,155,0,1669.6,38.2,1684.4,1,1741.0,1,8214.293
MO2609,P,9600,189,43,2,1781.4,-21.6,1855.4,1,1924.0,1,8214.293
