ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
HO2604,C,2650,35,15,11,321.8,-2.8,310.2,1,322.0,1,2956.847
HO2604,C,2700,35,28,2,277.6,1.2,263.0,1,271.4,1,2956.847
HO2604,C,2750,35,23,0,245.6,16.2,216.6,1,224.4,1,2956.847
HO2604,C,2800,35,175,195,176.0,-7.8,171.8,1,179.4,1,2956.847
HO2604,C,2850,35,58,8,142.6,2.8,129.4,1,137.4,1,2956.847
HO2604,C,2900,35,152,100,94.6,-5.2,95.2,1,95.8,1,2956.847
HO2604,C,2950,35,465,223,62.6,-3.2,59.2,3,65.0,2,2956.847
HO2604,C,3000,35,1174,526,40.2,-1.2,40.2,4,40.4,2,2956.847
HO2604,C,3050,35,663,504,24.4,-0.8,23.6,1,24.0,1,2956.847
HO2604,C,3100,35,1080,272,15.0,0.0,13.8,1,14.6,1,2956.847
HO2604,C,3150,35,475,82,9.8,-0.6,9.2,2,9.4,1,2956.847
HO2604,C,3200,35,935,82,7.0,-1.0,6.6,6,6.8,1,2956.847
HO2604,C,3250,35,375,286,4.8,-1.2,4.6,1,4.8,2,2956.847
HO2604,C,3300,35,459,48,3.8,-1.0,3.6,1,3.8,5,2956.847
HO2604,C,3350,35,312,118,3.2,-0.8,3.0,1,3.4,8,2956.847
HO2604,C,3400,35,624,30,3.2,-0.8,2.8,15,3.2,6,2956.847
HO2604,C,3450,35,1007,151,3.2,-0.4,3.0,4,3.2,2,2956.847
HO2604,P,2650,35,229,101,7.8,1.6,7.6,1,8.0,5,2956.847
HO2604,P,2700,35,255,74,10.2,2.6,10.0,4,10.4,1,2956.847
HO2604,P,2750,35,264,106,13.4,2.8,13.2,2,14.2,1,2956.847
HO2604,P,2800,35,488,100,18.4,4.2,18.0,1,19.0,3,2956.847
HO2604,P,2850,35,372,87,26.6,5.8,24.4,1,26.2,5,2956.847
HO2604,P,2900,35,572,353,36.8,6.4,36.6,2,38.2,1,2956.847
HO2604,P,2950,35,652,202,54.0,7.6,54.4,1,56.6,1,2956.847
HO2604,P,3000,35,690,331,83.4,11.0,80.8,2,84.4,1,2956.847
HO2604,P,3050,35,429,31,116.6,11.2,110.8,1,119.0,1,2956.847
HO2604,P,3100,35,256,45,158.4,11.0,152.0,1,160.2,1,2956.847
HO2604,P,3150,35,122,12,201.0,10.4,197.2,1,205.6,1,2956.847
HO2604,P,3200,35,124,1,250.8,13.0,244.4,1,252.8,1,2956.847
HO2604,P,3250,35,71,10,296.6,11.0,289.2,1,300.6,1,2956.847
HO2604,P,3300,35,77,12,345.4,11.2,337.4,1,349.8,1,2956.847
HO2604,P,3350,35,59,15,386.2,2.6,386.6,1,399.6,1,2956.847
HO2604,P,3400,35,86,13,432.8,-0.2,435.8,1,449.2,1,2956.847
HO2604,P,3450,35,95,25,483.4,0.6,485.4,1,499.2,1,2956.847
