ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
IO2606,C,3400,98,191,8,1190.8,-12.6,1185.4,1,1215.4,1,4669.14
IO2606,C,3500,98,115,15,1119.6,14.4,1094.8,1,1116.2,1,4669.14
IO2606,C,3600,98,120,14,1023.6,24.2,990.8,1,1015.8,1,4669.14
IO2606,C,3700,98,108,6,926.6,24.8,894.8,1,919.2,1,4669.14
IO2606,C,3800,98,101,14,802.6,-12.2,799.6,1,823.6,1,4669.14
IO2606,C,3900,98,144,13,732.4,12.2,706.0,1,730.2,1,4669.14
IO2606,C,4000,98,198,11,638.8,11.4,614.0,1,637.8,2,4669.14
IO2606,C,4100,98,134,18,541.8,6.8,523.6,1,536.4,1,4669.14
IO2606,C,4200,98,191,27,444.6,-5.0,437.4,1,450.0,1,4669.14
IO2606,C,4300,98,318,32,359.2,-6.4,355.4,1,367.8,1,4669.14
IO2606,C,4400,98,337,31,288.4,-1.4,279.6,1,294.4,1,4669.14
IO2606,C,4500,98,1680,75,218.0,-10.0,215.8,1,224.4,1,4669.14
IO2606,C,4600,98,2171,247,163.0,-4.4,160.2,1,169.4,1,4669.14
IO2606,C,4700,98,3540,349,124.8,0.2,118.4,1,126.4,1,4669.14
IO2606,C,4800,98,2889,239,94.0,-0.8,93.8,1,94.4,1,4669.14
IO2606,C,4900,98,2137,69,68.0,-1.8,66.6,1,71.6,2,4669.14
IO2606,C,5000,98,3449,230,54.6,0.6,52.4,1,55.0,1,4669.14
IO2606,C,5200,98,4039,156,35.8,-0.2,34.2,1,36.0,2,4669.14
IO2606,C,5400,98,6543,283,24.8,-1.4,25.8,1,26.4,1,4669.14
IO2606,P,3400,98,1225,113,7.6,0.6,7.6,3,7.8,1,4669.14
IO2606,P,3500,98,450,63,9.6,1.4,9.4,2,9.8,2,4669.14
IO2606,P,3600,98,539,19,10.4,0.4,12.0,1,12.2,1,4669.14
IO2606,P,3700,98,452,72,13.2,0.6,14.4,1,14.8,1,4669.14
IO2606,P,3800,98,1007,20,16.2,0.0,17.6,1,18.6,2,4669.14
IO2606,P,3900,98,523,39,24.4,3.8,23.2,1,23.8,1,4669.14
IO2606,P,4000,98,1037,53,32.2,5.2,29.2,1,31.0,1,4669.14
IO2606,P,4100,98,712,117,41.6,5.6,38.8,1,40.4,1,4669.14
IO2606,P,4200,98,1188,121,53.0,4.6,51.8,1,53.6,3,4669.14
IO2606,P,4300,98,699,55,72.4,8.2,67.4,1,71.4,2,4669.14
IO2606,P,4400,98,735,27,94.0,5.8,92.8,1,95.2,1,4669.14
IO2606,P,4500,98,1465,66,125.4,6.4,125.6,1,131.2,1,4669.14
IO2606,P,4600,98,1520,101,170.8,6.0,170.6,1,175.4,1,4669.14
IO2606,P,4700,98,1746,36,224.2,2.8,225.8,1,232.2,1,4669.14
IO2606,P,4800,98,1046,93,303.2,14.6,289.8,1,303.2,1,4669.14
IO2606,P,4900,98,1090,2,378.6,13.6,367.0,1,380.2,1,4669.14
IO2606,P,5000,98,774,28,464.2,15.6,452.0,1,465.4,1,4669.14
IO2606,P,5200,98,387,1,610.0,-19.0,622.0,1,645.6,1,4669.14
IO2606,P,5400,98,168,5,801.2,-16.4,808.6,1,834.8,1,4669.14
