合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,202927,75507,127420,66.29,75497,45402,30095,2026-07-21
159915,创业板ETF易方达,4083770,2354958,1728812,73.88,1917958,1103006,814952,2026-07-21
159919,沪深300ETF嘉实,336493,201786,134707,52.88,265626,173743,91883,2026-07-21
159922,中证500ETF嘉实,502316,326861,175455,47.82,399756,270437,129319,2026-07-21
