合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,98,66678,1578432,957428,621004,64.86,1550685,927380,623305,2026-07-21
510300,沪深300ETF华泰柏瑞,108,110496,1475791,840643,635148,75.56,1295947,764954,530993,2026-07-21
510500,中证500ETF南方,210,406444,2584143,1429074,1155069,80.83,1536356,835011,701345,2026-07-21
588000,科创50ETF华夏,196,306446,4933852,2668674,2265178,84.88,2779841,1461171,1318670,2026-07-21
588080,科创50ETF易方达,186,40540,875007,428503,446504,104.2,579089,304740,274349,2026-07-21
