合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,116503,65835,50668,59.4,80297,50376,29921,2026-09-16
159915,创业板ETF易方达,1882499,1153800,728699,80.5,1861121,1031082,830039,2026-09-16
159919,沪深300ETF嘉实,99425,66601,32824,53.45,221214,144159,77055,2026-09-16
159922,中证500ETF嘉实,205974,127881,78093,55.8,383661,246248,137413,2026-09-16
