合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,124,26223,800835,485362,315473,65.0,1372440,739190,633250,2026-04-16
510300,沪深300ETF华泰柏瑞,126,57174,1006607,556383,450224,80.92,1276107,646553,629554,2026-04-16
510500,中证500ETF南方,138,184286,1802180,879854,922326,104.83,1418546,625869,792677,2026-04-16
588000,科创50ETF华夏,118,39276,1203540,707451,496089,70.12,1993325,1042560,950765,2026-04-16
588080,科创50ETF易方达,110,5627,202411,119306,83105,69.66,463120,250433,212687,2026-04-16
