合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,120,34917,849644,487632,362012,74.24,1569607,970385,599222,2026-05-26
510300,沪深300ETF华泰柏瑞,136,64309,1143673,664784,478889,72.04,1261312,664733,596579,2026-05-26
510500,中证500ETF南方,144,261532,2247825,1025173,1222652,119.26,1458653,697268,761385,2026-05-26
588000,科创50ETF华夏,176,176915,3356932,1731303,1625629,93.9,2656331,1062038,1594293,2026-05-26
588080,科创50ETF易方达,170,27373,620492,323851,296641,91.6,593350,240205,353145,2026-05-26
