合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,120,31348,634072,417432,216640,51.9,1309575,747635,561940,2026-05-07
510300,沪深300ETF华泰柏瑞,128,41042,618615,352414,266201,75.54,1194579,618646,575933,2026-05-07
510500,中证500ETF南方,136,204656,1202073,686109,515964,75.2,1270421,585455,684966,2026-05-07
588000,科创50ETF华夏,136,106841,1961126,1008585,952541,94.44,2056237,967512,1088725,2026-05-07
588080,科创50ETF易方达,130,18096,338534,197994,140540,70.98,441749,214527,227222,2026-05-07
