合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,49305,16427,32878,69.92,73386,43188,30198,2026-05-07
159915,创业板ETF易方达,1441466,846363,595103,121.45,1572406,710057,862349,2026-05-07
159919,沪深300ETF嘉实,73558,48865,24693,64.78,202779,123063,79716,2026-05-07
159922,中证500ETF嘉实,178143,132089,46054,65.54,303110,183108,120002,2026-05-07
