合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,46187,7332,38855,78.23,57336,32169,25167,2026-04-27
159915,创业板ETF易方达,1026378,572924,453454,107.06,1339741,647041,692700,2026-04-27
159919,沪深300ETF嘉实,72618,38133,34485,68.57,172356,102244,70112,2026-04-27
159922,中证500ETF嘉实,117398,76221,41177,75.05,262102,149732,112370,2026-04-27
