合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,83348,51176,32172,74.01,76014,43683,32331,2026-08-24
159915,创业板ETF易方达,2577956,1213032,1364924,76.65,1875388,1061664,813724,2026-08-24
159919,沪深300ETF嘉实,152656,96086,56570,49.51,235505,157518,77987,2026-08-24
159922,中证500ETF嘉实,267509,153657,113852,52.66,377590,247343,130247,2026-08-24
