合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,96,69171,1321975,725523,596452,82.21,1619111,990268,628843,2026-07-02
510300,沪深300ETF华泰柏瑞,98,90359,1306075,617641,688434,111.46,1187778,678786,508992,2026-07-02
510500,中证500ETF南方,110,256383,1772301,791185,981116,124.01,1203256,571174,632082,2026-07-02
588000,科创50ETF华夏,184,305166,3274754,1584246,1690508,106.71,2357890,970525,1387365,2026-07-02
588080,科创50ETF易方达,174,46273,516882,242247,274635,113.37,440979,179185,261794,2026-07-02
