合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,79084,14218,64866,66.2,75026,45141,29885,2026-05-08
159915,创业板ETF易方达,1222201,670882,551319,118.07,1629876,747408,882468,2026-05-08
159919,沪深300ETF嘉实,77533,52411,25122,64.11,210473,128250,82223,2026-05-08
159922,中证500ETF嘉实,157236,108743,48493,65.98,310674,187173,123501,2026-05-08
