合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,116,27839,598817,331057,267760,80.88,1120285,632222,488063,2026-04-24
510300,沪深300ETF华泰柏瑞,120,48172,696956,367472,329484,89.66,1026067,570295,455772,2026-04-24
510500,中证500ETF南方,130,212441,1299687,651736,647951,99.42,1090507,522839,567668,2026-04-24
588000,科创50ETF华夏,112,73058,1491118,841677,649441,77.16,1604047,877495,726552,2026-04-24
588080,科创50ETF易方达,106,10487,236737,129280,107457,83.12,374849,207793,167056,2026-04-24
