ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
HO2612,C,2500,238,43,0,396.2,-6.6,407.2,1,426.6,1,2945.042,2877.0
HO2612,C,2600,238,39,6,338.0,12.0,328.2,1,348.2,2,2945.042,2877.0
HO2612,C,2700,238,107,123,274.6,15.6,262.2,1,275.8,1,2945.042,2877.0
HO2612,C,2800,238,294,3,212.6,8.0,207.6,1,218.2,1,2945.042,2877.0
HO2612,C,2900,238,532,12,156.6,-3.0,161.0,1,172.8,1,2945.042,2877.0
HO2612,C,3000,238,2239,47,134.0,9.4,129.6,1,132.8,2,2945.042,2877.0
HO2612,C,3100,238,1366,212,106.0,6.6,101.6,1,106.0,1,2945.042,2877.0
HO2612,C,3200,238,400,3,80.8,3.0,79.0,1,85.2,1,2945.042,2877.0
HO2612,C,3300,238,381,34,63.8,3.2,62.4,1,67.4,3,2945.042,2877.0
HO2612,C,3400,238,254,15,49.4,-0.2,50.8,2,53.8,1,2945.042,2877.0
HO2612,C,3500,238,443,71,41.4,1.4,41.0,2,41.2,1,2945.042,2877.0
HO2612,P,2500,238,634,43,29.4,-2.8,28.2,2,31.2,6,2945.042,2877.0
HO2612,P,2600,238,362,79,47.6,-6.4,48.0,1,50.8,3,2945.042,2877.0
HO2612,P,2700,238,695,210,79.6,-7.4,79.0,1,81.8,1,2945.042,2877.0
HO2612,P,2800,238,411,153,118.0,-12.0,114.8,1,120.0,10,2945.042,2877.0
HO2612,P,2900,238,747,13,171.8,-12.4,168.8,1,177.8,1,2945.042,2877.0
HO2612,P,3000,238,375,16,239.8,-8.2,231.0,1,240.2,2,2945.042,2877.0
HO2612,P,3100,238,335,10,312.0,-8.6,296.4,1,316.6,1,2945.042,2877.0
HO2612,P,3200,238,261,0,401.6,3.8,373.6,2,393.8,1,2945.042,2877.0
HO2612,P,3300,238,159,4,470.8,-9.4,455.4,1,475.4,1,2945.042,2877.0
HO2612,P,3400,238,112,8,546.8,-20.0,535.6,1,565.8,1,2945.042,2877.0
HO2612,P,3500,238,86,7,647.6,-8.6,623.8,1,654.0,1,2945.042,2877.0
