ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
IO2703,C,3900,190,284,0,583.2,10.8,536.2,1,577.6,1,4548.39,4378.8
IO2703,C,4000,190,212,3,480.2,-11.6,468.2,1,488.0,1,4548.39,4378.8
IO2703,C,4100,190,166,0,420.4,4.2,393.2,1,413.8,1,4548.39,4378.8
IO2703,C,4200,190,376,9,328.0,-19.4,326.2,2,346.8,2,4548.39,4378.8
IO2703,C,4300,190,365,2,274.8,-11.6,267.8,1,287.2,2,4548.39,4378.8
IO2703,C,4400,190,477,2,223.2,-8.4,218.6,1,231.0,1,4548.39,4378.8
IO2703,C,4500,190,643,20,180.2,-6.4,175.4,1,187.2,1,4548.39,4378.8
IO2703,C,4600,190,304,10,145.8,-3.2,139.8,2,151.8,1,4548.39,4378.8
IO2703,C,4700,190,566,87,119.8,-0.6,116.4,3,123.8,1,4548.39,4378.8
IO2703,C,4800,190,393,120,95.4,0.0,92.2,1,98.0,1,4548.39,4378.8
IO2703,C,4900,190,406,24,76.2,0.6,74.2,1,78.8,1,4548.39,4378.8
IO2703,C,5000,190,823,46,65.0,2.2,63.2,1,66.0,1,4548.39,4378.8
IO2703,C,5200,190,582,23,42.2,0.2,42.0,3,44.8,1,4548.39,4378.8
IO2703,C,5400,190,377,42,30.2,0.6,29.6,1,32.4,1,4548.39,4378.8
IO2703,C,5600,190,652,32,24.0,2.4,22.6,1,23.6,1,4548.39,4378.8
IO2703,P,3900,190,1312,49,65.8,1.6,63.2,1,66.0,1,4548.39,4378.8
IO2703,P,4000,190,732,19,85.4,4.0,82.4,1,88.4,1,4548.39,4378.8
IO2703,P,4100,190,2370,121,109.6,5.4,106.8,2,113.4,1,4548.39,4378.8
IO2703,P,4200,190,797,7,135.8,1.0,135.8,1,147.8,1,4548.39,4378.8
IO2703,P,4300,190,338,3,178.8,6.4,176.0,1,187.0,1,4548.39,4378.8
IO2703,P,4400,190,777,7,227.4,11.0,223.6,1,233.8,1,4548.39,4378.8
IO2703,P,4500,190,639,3,280.2,10.4,274.2,1,293.8,1,4548.39,4378.8
IO2703,P,4600,190,334,5,347.6,15.0,338.0,1,356.4,1,4548.39,4378.8
IO2703,P,4700,190,217,7,415.8,13.2,409.2,1,429.4,1,4548.39,4378.8
IO2703,P,4800,190,225,0,486.6,10.0,485.6,2,503.6,1,4548.39,4378.8
IO2703,P,4900,190,284,7,574.6,19.4,555.0,1,592.6,1,4548.39,4378.8
IO2703,P,5000,190,326,6,664.2,23.6,640.2,1,678.6,1,4548.39,4378.8
IO2703,P,5200,190,236,3,836.2,17.6,818.6,2,856.4,1,4548.39,4378.8
IO2703,P,5400,190,216,0,1001.4,-10.4,1004.0,1,1041.4,1,4548.39,4378.8
IO2703,P,5600,190,266,0,1191.6,-1.4,1171.4,1,1252.6,1,4548.39,4378.8
