合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,56979,27171,29808,54.95,70178,45292,24886,2026-09-10
159915,创业板ETF易方达,1129442,602712,526730,87.66,1682794,896744,786050,2026-09-10
159919,沪深300ETF嘉实,47863,34713,13150,51.08,196519,130073,66446,2026-09-10
159922,中证500ETF嘉实,134817,93825,40992,58.96,357403,224842,132561,2026-09-10
