ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
IO2610,C,4050,36,37,5,480.0,-7.0,465.4,1,479.8,1,4548.39,4514.4
IO2610,C,4100,36,54,15,427.6,-11.6,417.6,1,431.8,1,4548.39,4514.4
IO2610,C,4150,36,13,19,378.0,-14.2,370.8,1,384.4,1,4548.39,4514.4
IO2610,C,4200,36,132,14,334.6,-11.8,325.4,2,338.4,1,4548.39,4514.4
IO2610,C,4250,36,51,17,289.4,-12.2,281.8,1,294.0,1,4548.39,4514.4
IO2610,C,4300,36,205,76,252.2,-7.0,242.6,1,250.6,1,4548.39,4514.4
IO2610,C,4350,36,112,35,206.6,-10.0,202.4,1,210.4,1,4548.39,4514.4
IO2610,C,4400,36,682,177,170.8,-9.2,169.0,1,171.0,7,4548.39,4514.4
IO2610,C,4450,36,175,84,139.8,-4.4,135.4,1,139.4,1,4548.39,4514.4
IO2610,C,4500,36,2369,1334,106.8,-6.2,107.2,1,109.4,2,4548.39,4514.4
IO2610,C,4550,36,2329,1176,82.0,-6.0,82.2,1,83.0,1,4548.39,4514.4
IO2610,C,4600,36,2226,1580,59.8,-5.2,59.8,1,60.2,35,4548.39,4514.4
IO2610,C,4650,36,816,288,43.6,-4.4,43.6,1,44.8,1,4548.39,4514.4
IO2610,C,4700,36,1658,613,31.4,-2.6,31.4,1,31.8,1,4548.39,4514.4
IO2610,C,4750,36,1072,610,21.4,-2.4,21.0,4,22.0,1,4548.39,4514.4
IO2610,C,4800,36,3075,1510,15.2,-1.8,15.2,3,15.4,10,4548.39,4514.4
IO2610,C,4850,36,1364,209,10.4,-1.2,10.2,1,10.4,3,4548.39,4514.4
IO2610,C,4900,36,930,241,7.4,-1.2,7.2,7,7.6,5,4548.39,4514.4
IO2610,C,4950,36,437,106,5.6,-0.4,5.2,3,5.6,1,4548.39,4514.4
IO2610,C,5000,36,1522,135,4.6,-0.4,4.2,36,4.6,2,4548.39,4514.4
IO2610,C,5100,36,679,44,2.8,-0.2,2.4,24,2.8,1,4548.39,4514.4
IO2610,C,5200,36,652,61,2.0,-0.2,1.8,1,2.0,1,4548.39,4514.4
IO2610,C,5300,36,1157,131,1.8,0.2,1.6,46,2.0,1,4548.39,4514.4
IO2610,P,4050,36,981,287,5.8,1.0,5.6,24,5.8,1,4548.39,4514.4
IO2610,P,4100,36,649,124,8.0,1.4,7.6,6,8.0,1,4548.39,4514.4
IO2610,P,4150,36,765,252,10.8,1.6,10.8,1,11.0,11,4548.39,4514.4
IO2610,P,4200,36,942,245,15.4,3.0,14.6,2,15.4,2,4548.39,4514.4
IO2610,P,4250,36,1616,578,21.4,3.8,21.4,2,22.2,6,4548.39,4514.4
IO2610,P,4300,36,1586,466,29.6,5.2,27.6,1,29.8,1,4548.39,4514.4
IO2610,P,4350,36,1297,224,38.8,5.2,39.0,1,39.8,1,4548.39,4514.4
IO2610,P,4400,36,1039,403,51.8,6.8,50.8,1,52.0,2,4548.39,4514.4
IO2610,P,4450,36,1125,504,67.8,8.2,65.6,1,70.2,1,4548.39,4514.4
IO2610,P,4500,36,2655,1045,88.6,10.2,86.0,1,90.0,1,4548.39,4514.4
IO2610,P,4550,36,1149,431,113.6,11.8,110.0,2,116.4,1,4548.39,4514.4
IO2610,P,4600,36,656,271,141.4,11.2,138.8,1,145.4,1,4548.39,4514.4
IO2610,P,4650,36,351,121,172.0,9.6,171.4,1,178.8,1,4548.39,4514.4
IO2610,P,4700,36,198,97,211.2,11.0,208.2,2,216.2,1,4548.39,4514.4
IO2610,P,4750,36,143,62,253.4,14.6,250.0,2,255.0,2,4548.39,4514.4
IO2610,P,4800,36,122,27,291.0,9.0,291.4,1,303.8,2,4548.39,4514.4
IO2610,P,4850,36,123,4,336.2,9.6,336.0,1,349.0,1,4548.39,4514.4
IO2610,P,4900,36,82,2,405.6,32.6,382.6,1,395.6,1,4548.39,4514.4
IO2610,P,4950,36,42,3,436.6,16.2,430.2,1,443.4,1,4548.39,4514.4
IO2610,P,5000,36,65,0,472.0,3.0,478.6,1,492.0,1,4548.39,4514.4
IO2610,P,5100,36,31,10,589.0,21.4,576.0,1,592.4,1,4548.39,4514.4
IO2610,P,5200,36,54,6,671.0,4.4,674.8,1,692.4,1,4548.39,4514.4
IO2610,P,5300,36,82,1,780.0,14.0,774.0,1,792.4,1,4548.39,4514.4
