合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,44301,10084,34217,84.83,48787,26396,22391,2026-03-31
159915,创业板ETF易方达,1510201,730823,779378,94.4,1129510,581027,548483,2026-03-31
159919,沪深300ETF嘉实,109726,54160,55566,53.15,182542,119188,63354,2026-03-31
159922,中证500ETF嘉实,260247,136417,123830,64.69,303078,184027,119051,2026-03-31
