合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,116,22623,532556,294907,237649,80.58,1205537,689578,515959,2026-04-29
510300,沪深300ETF华泰柏瑞,120,51768,787578,412363,375215,90.99,1122102,613853,508249,2026-04-29
510500,中证500ETF南方,132,176552,1201745,630701,571044,90.54,1157022,537536,619486,2026-04-29
588000,科创50ETF华夏,116,57700,1344335,634439,709896,111.89,1792743,963808,828935,2026-04-29
588080,科创50ETF易方达,110,6821,178836,104395,74441,71.31,413519,231500,182019,2026-04-29
