合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,37408,10698,26710,71.07,60300,35249,25051,2026-04-29
159915,创业板ETF易方达,1553852,868007,685845,114.18,1416192,661209,754983,2026-04-29
159919,沪深300ETF嘉实,102339,63590,38749,68.37,182408,108335,74073,2026-04-29
159922,中证500ETF嘉实,158533,89797,68736,73.4,271433,156540,114893,2026-04-29
