合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,67450,30505,36945,101.88,75399,37349,38050,2026-04-13
159915,创业板ETF易方达,1654347,908371,745976,137.93,1483087,623335,859752,2026-04-13
159919,沪深300ETF嘉实,87619,46673,40946,63.03,209119,128269,80850,2026-04-13
159922,中证500ETF嘉实,184913,101648,83265,80.73,340064,188157,151907,2026-04-13
