合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,124,16582,477452,282831,194621,68.81,1355590,755973,599617,2026-04-13
510300,沪深300ETF华泰柏瑞,124,35082,722503,410030,312473,76.21,1242489,677503,564986,2026-04-13
510500,中证500ETF南方,136,149033,1431360,657469,773891,117.71,1382449,666257,716192,2026-04-13
588000,科创50ETF华夏,116,38280,1247107,765666,481441,62.88,1883303,1025476,857827,2026-04-13
588080,科创50ETF易方达,108,6544,213430,146794,66636,45.39,437980,254865,183115,2026-04-13
