合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,120,51489,1132735,734123,398612,54.3,1376325,784138,592187,2026-05-11
510300,沪深300ETF华泰柏瑞,128,91446,1348203,771983,576220,74.64,1239826,635434,604392,2026-05-11
510500,中证500ETF南方,136,292742,1963952,1076708,887244,82.4,1329080,617990,711090,2026-05-11
588000,科创50ETF华夏,136,160254,2640794,1488835,1151959,77.37,2168903,1007467,1161436,2026-05-11
588080,科创50ETF易方达,130,25064,413179,244988,168191,68.65,449352,213458,235894,2026-05-11
