合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,85732,50070,35662,66.15,54563,32839,21724,2026-07-29
159915,创业板ETF易方达,2488915,1355597,1133318,76.29,1736334,984907,751427,2026-07-29
159919,沪深300ETF嘉实,170250,87458,82792,52.95,219479,143496,75983,2026-07-29
159922,中证500ETF嘉实,293380,171460,121920,49.35,350713,234830,115883,2026-07-29
