ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price,future_price
IO2608,C,4050,23,41,40,532.4,28.8,521.4,1,535.0,1,4600.262,4570.2
IO2608,C,4100,23,75,27,503.6,48.0,476.2,1,484.4,1,4600.262,4570.2
IO2608,C,4150,23,33,21,458.0,50.4,428.4,1,436.6,1,4600.262,4570.2
IO2608,C,4200,23,214,106,388.0,28.2,382.2,1,390.0,1,4600.262,4570.2
IO2608,C,4250,23,113,59,333.6,17.0,336.2,2,341.6,1,4600.262,4570.2
IO2608,C,4300,23,446,201,301.0,28.6,292.2,1,300.2,1,4600.262,4570.2
IO2608,C,4350,23,123,240,251.0,18.6,253.0,1,255.0,1,4600.262,4570.2
IO2608,C,4400,23,1025,1276,216.6,22.6,216.2,1,216.8,2,4600.262,4570.2
IO2608,C,4450,23,390,1086,179.8,20.6,178.6,1,180.4,2,4600.262,4570.2
IO2608,C,4500,23,2074,3241,146.8,19.4,146.0,1,147.4,2,4600.262,4570.2
IO2608,C,4550,23,2176,5807,116.0,14.8,115.0,1,116.0,2,4600.262,4570.2
IO2608,C,4600,23,5710,11909,91.8,13.8,91.8,1,92.0,5,4600.262,4570.2
IO2608,C,4650,23,3718,5830,70.2,11.6,70.0,1,70.4,3,4600.262,4570.2
IO2608,C,4700,23,7024,9509,53.6,10.4,53.6,3,53.8,3,4600.262,4570.2
IO2608,C,4750,23,4275,2893,40.0,8.0,40.0,4,40.4,4,4600.262,4570.2
IO2608,C,4800,23,8469,5820,29.2,5.6,29.2,3,29.4,12,4600.262,4570.2
IO2608,C,4850,23,3475,1389,20.4,3.2,20.2,4,20.6,2,4600.262,4570.2
IO2608,C,4900,23,5504,2388,14.8,2.2,14.6,2,14.8,13,4600.262,4570.2
IO2608,C,4950,23,3301,1048,10.4,1.0,10.2,5,10.4,3,4600.262,4570.2
IO2608,C,5000,23,6187,2717,7.6,0.8,7.6,5,7.8,6,4600.262,4570.2
IO2608,C,5100,23,3052,1125,4.0,0.2,4.0,1,4.2,8,4600.262,4570.2
IO2608,C,5200,23,1873,758,2.4,-0.4,2.4,17,2.6,7,4600.262,4570.2
IO2608,C,5300,23,1398,158,2.0,-0.2,1.8,37,2.0,2,4600.262,4570.2
IO2608,C,5400,23,708,175,1.6,-0.2,1.4,4,1.6,6,4600.262,4570.2
IO2608,C,5500,23,1880,169,1.6,0.0,1.4,64,1.6,6,4600.262,4570.2
IO2608,C,5600,23,1198,158,1.4,0.0,1.2,6,1.4,8,4600.262,4570.2
IO2608,P,4050,23,1079,1229,4.8,-0.6,4.6,3,4.8,6,4600.262,4570.2
IO2608,P,4100,23,891,1227,6.2,-1.0,6.2,3,6.4,6,4600.262,4570.2
IO2608,P,4150,23,482,1378,8.4,-1.6,8.4,3,8.6,5,4600.262,4570.2
IO2608,P,4200,23,2783,2187,11.8,-2.0,11.8,1,12.0,5,4600.262,4570.2
IO2608,P,4250,23,1409,1240,16.0,-2.6,15.8,4,16.2,6,4600.262,4570.2
IO2608,P,4300,23,2294,1517,22.0,-3.0,22.0,7,22.2,1,4600.262,4570.2
IO2608,P,4350,23,1419,1271,29.6,-5.4,30.0,1,30.4,2,4600.262,4570.2
IO2608,P,4400,23,2516,4895,39.8,-7.2,39.6,4,40.4,2,4600.262,4570.2
IO2608,P,4450,23,1428,2391,52.0,-8.0,51.6,2,52.0,7,4600.262,4570.2
IO2608,P,4500,23,3097,7616,69.6,-11.8,69.6,5,71.4,2,4600.262,4570.2
IO2608,P,4550,23,2849,6012,90.6,-12.6,90.4,1,91.6,1,4600.262,4570.2
IO2608,P,4600,23,3392,4172,114.6,-16.2,114.2,1,114.6,1,4600.262,4570.2
IO2608,P,4650,23,2250,1261,146.2,-12.2,144.2,1,146.4,2,4600.262,4570.2
IO2608,P,4700,23,2805,1110,176.4,-20.4,177.0,2,179.2,2,4600.262,4570.2
IO2608,P,4750,23,2105,571,213.0,-19.6,213.6,1,215.0,1,4600.262,4570.2
IO2608,P,4800,23,2459,475,250.2,-25.8,252.8,1,254.8,1,4600.262,4570.2
IO2608,P,4850,23,918,314,297.2,-23.0,291.2,1,299.8,2,4600.262,4570.2
IO2608,P,4900,23,959,76,344.8,-33.2,339.4,1,343.8,2,4600.262,4570.2
IO2608,P,4950,23,281,26,392.6,-32.2,385.4,1,389.8,3,4600.262,4570.2
IO2608,P,5000,23,805,65,431.0,-41.4,432.4,1,436.6,2,4600.262,4570.2
IO2608,P,5100,23,198,19,508.8,-60.8,522.4,1,536.0,1,4600.262,4570.2
IO2608,P,5200,23,122,8,650.2,-17.8,616.6,1,637.6,1,4600.262,4570.2
IO2608,P,5300,23,118,18,703.6,-63.6,715.8,1,737.4,1,4600.262,4570.2
IO2608,P,5400,23,120,3,890.2,23.4,815.4,1,836.8,1,4600.262,4570.2
IO2608,P,5500,23,136,6,989.6,23.0,915.2,1,934.2,1,4600.262,4570.2
IO2608,P,5600,23,47,3,1089.4,23.0,1012.0,2,1036.4,1,4600.262,4570.2
