合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,49861,13764,36097,85.82,42163,22690,19473,2026-03-26
159915,创业板ETF易方达,1340132,610693,729439,102.99,945355,465720,479635,2026-03-26
159919,沪深300ETF嘉实,164689,105096,59593,54.0,156614,101700,54914,2026-03-26
159922,中证500ETF嘉实,361365,179741,181624,59.64,281444,176297,105147,2026-03-26
