合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,118,38829,950453,545337,405116,74.29,1690119,1066343,623776,2026-06-05
510300,沪深300ETF华泰柏瑞,126,84105,1506322,804665,701657,87.2,1273575,723451,550124,2026-06-05
510500,中证500ETF南方,136,235861,1864509,845616,1018893,120.49,1388209,669772,718437,2026-06-05
588000,科创50ETF华夏,156,149340,3284065,1172565,2111500,180.08,2494751,1168809,1325942,2026-06-05
588080,科创50ETF易方达,152,25817,572726,220516,352210,159.72,553180,263849,289331,2026-06-05
