ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
IO2609,C,4000,198,805,24,542.0,-45.4,533.4,1,554.0,1,4615.455
IO2609,C,4100,198,103,59,430.4,-77.4,454.6,2,468.8,1,4615.455
IO2609,C,4200,198,252,39,387.2,-44.4,382.6,1,398.0,1,4615.455
IO2609,C,4300,198,187,30,318.0,-44.4,316.2,1,334.4,1,4615.455
IO2609,C,4400,198,289,76,269.8,-27.6,266.2,1,274.2,1,4615.455
IO2609,C,4500,198,846,115,225.0,-26.4,219.0,1,226.6,1,4615.455
IO2609,C,4600,198,635,191,184.6,-17.0,179.4,1,186.8,1,4615.455
IO2609,C,4700,198,828,52,155.0,-11.8,146.6,1,155.8,1,4615.455
IO2609,C,4800,198,700,97,131.4,-5.6,122.8,1,130.4,1,4615.455
IO2609,C,4900,198,546,51,106.8,-5.4,102.0,1,105.8,1,4615.455
IO2609,C,5000,198,887,118,89.0,-6.8,85.2,1,89.6,1,4615.455
IO2609,C,5200,198,589,107,63.0,-3.0,62.0,1,66.0,1,4615.455
IO2609,C,5400,198,1132,268,49.4,-2.4,49.0,10,50.6,1,4615.455
IO2609,P,4000,198,1835,74,64.2,3.0,66.6,1,72.0,1,4615.455
IO2609,P,4100,198,462,144,87.2,9.8,88.0,1,91.6,1,4615.455
IO2609,P,4200,198,266,49,113.2,11.6,116.2,1,122.0,1,4615.455
IO2609,P,4300,198,408,33,150.2,19.0,146.4,1,155.8,1,4615.455
IO2609,P,4400,198,357,19,194.2,26.2,189.4,2,198.6,1,4615.455
IO2609,P,4500,198,454,31,243.6,32.6,241.8,1,249.8,1,4615.455
IO2609,P,4600,198,450,42,302.6,30.4,296.0,1,313.6,1,4615.455
IO2609,P,4700,198,215,22,403.6,72.0,363.8,1,379.8,1,4615.455
IO2609,P,4800,198,320,24,449.6,49.0,437.8,1,451.6,1,4615.455
IO2609,P,4900,198,366,17,585.0,109.2,515.2,1,532.4,1,4615.455
IO2609,P,5000,198,505,80,610.8,55.4,587.8,1,623.0,1,4615.455
IO2609,P,5200,198,191,19,784.0,59.6,760.4,1,796.6,1,4615.455
IO2609,P,5400,198,315,24,967.8,61.2,944.6,1,979.0,1,4615.455
