ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
HO2606,C,2400,102,59,19,560.6,-26.6,551.2,1,568.8,1,2962.989
HO2606,C,2450,102,45,3,517.2,-21.2,504.8,1,520.0,1,2962.989
HO2606,C,2500,102,91,3,470.0,-20.8,456.8,1,472.6,1,2962.989
HO2606,C,2600,102,66,3,335.0,-61.2,363.2,2,379.0,1,2962.989
HO2606,C,2700,102,76,2,288.6,-17.8,275.8,1,290.6,1,2962.989
HO2606,C,2800,102,209,26,207.8,-17.0,200.8,1,210.4,1,2962.989
HO2606,C,2900,102,525,63,140.0,-19.6,136.4,1,140.0,7,2962.989
HO2606,C,3000,102,1496,159,92.4,-15.8,92.2,1,96.6,1,2962.989
HO2606,C,3100,102,1215,120,59.0,-10.6,59.2,1,62.6,1,2962.989
HO2606,C,3200,102,547,19,40.4,-3.8,39.4,1,41.2,1,2962.989
HO2606,C,3300,102,1490,120,28.2,-1.0,26.8,2,28.2,2,2962.989
HO2606,C,3400,102,970,51,19.2,-0.2,18.8,1,19.0,1,2962.989
HO2606,C,3500,102,1391,202,14.4,0.8,14.0,5,15.2,7,2962.989
HO2606,P,2400,102,622,98,5.6,1.2,5.6,1,5.8,2,2962.989
HO2606,P,2450,102,102,28,7.2,2.0,6.4,2,6.6,2,2962.989
HO2606,P,2500,102,280,26,9.6,3.0,8.2,2,8.6,1,2962.989
HO2606,P,2600,102,273,33,15.4,3.8,14.2,1,14.8,1,2962.989
HO2606,P,2700,102,308,34,27.0,6.6,25.8,1,26.8,1,2962.989
HO2606,P,2800,102,331,61,47.8,9.6,44.8,2,47.2,1,2962.989
HO2606,P,2900,102,523,43,79.6,9.4,78.0,2,84.0,1,2962.989
HO2606,P,3000,102,736,23,136.2,17.6,132.4,1,136.4,1,2962.989
HO2606,P,3100,102,471,17,201.6,21.4,194.4,1,204.0,1,2962.989
HO2606,P,3200,102,336,4,279.0,22.6,272.8,1,287.2,1,2962.989
HO2606,P,3300,102,295,12,403.0,62.0,359.8,1,375.4,2,2962.989
HO2606,P,3400,102,122,5,464.8,34.8,449.4,1,466.0,1,2962.989
HO2606,P,3500,102,107,20,548.0,24.4,543.4,1,561.2,1,2962.989
