ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
MO2609,C,6200,198,727,84,1649.2,-71.2,1633.4,1,1700.2,1,8203.869
MO2609,C,6400,198,569,45,1316.6,-217.2,1460.6,1,1520.4,1,8203.869
MO2609,C,6600,198,623,2,1185.2,-181.2,1296.0,1,1359.2,1,8203.869
MO2609,C,6800,198,497,15,1017.2,-200.8,1139.4,1,1200.8,1,8203.869
MO2609,C,7000,198,1094,10,1029.0,-30.6,1014.4,1,1016.8,1,8203.869
MO2609,C,7200,198,645,35,856.0,-70.8,878.6,1,909.6,1,8203.869
MO2609,C,7400,198,666,205,770.0,-28.2,752.8,1,786.0,1,8203.869
MO2609,C,7600,198,858,145,657.0,-21.0,656.6,1,672.2,1,8203.869
MO2609,C,7800,198,621,130,550.6,-28.6,541.0,1,553.0,3,8203.869
MO2609,C,8000,198,839,88,468.4,-22.2,465.4,1,468.0,2,8203.869
MO2609,C,8200,198,854,128,393.0,-19.8,388.8,1,401.8,1,8203.869
MO2609,C,8400,198,1061,146,337.0,-2.2,322.8,1,335.8,1,8203.869
MO2609,C,8600,198,1318,153,272.0,-11.4,276.0,1,276.4,1,8203.869
MO2609,C,8800,198,544,30,226.0,-9.6,224.4,1,229.0,1,8203.869
MO2609,C,9000,198,542,145,182.0,-13.6,184.8,1,189.0,1,8203.869
MO2609,C,9200,198,571,329,153.0,-12.8,151.8,1,158.8,1,8203.869
MO2609,C,9400,198,747,688,128.2,-8.8,124.6,1,131.8,1,8203.869
MO2609,C,9600,198,250,386,106.6,-5.4,104.2,2,108.0,1,8203.869
MO2609,P,6200,198,766,288,88.6,5.0,85.2,1,86.2,1,8203.869
MO2609,P,6400,198,639,83,113.4,5.8,108.6,1,115.8,1,8203.869
MO2609,P,6600,198,990,118,149.8,9.6,142.4,1,149.4,1,8203.869
MO2609,P,6800,198,1034,175,190.4,11.4,184.2,1,191.4,1,8203.869
MO2609,P,7000,198,911,155,245.2,17.2,235.6,1,242.6,1,8203.869
MO2609,P,7200,198,1137,75,304.8,17.6,293.2,1,310.2,1,8203.869
MO2609,P,7400,198,1584,307,376.0,17.6,375.0,8,384.8,1,8203.869
MO2609,P,7600,198,1378,230,458.8,15.4,460.0,1,468.6,2,8203.869
MO2609,P,7800,198,561,82,552.4,19.0,558.0,1,576.8,1,8203.869
MO2609,P,8000,198,454,103,667.6,24.2,653.4,1,685.4,1,8203.869
MO2609,P,8200,198,287,75,805.8,42.6,775.8,1,805.8,1,8203.869
MO2609,P,8400,198,235,4,966.8,74.4,907.8,1,937.2,1,8203.869
MO2609,P,8600,198,604,6,1088.6,51.8,1042.8,1,1078.8,1,8203.869
MO2609,P,8800,198,362,5,1268.8,86.4,1182.4,1,1251.8,1,8203.869
MO2609,P,9000,198,242,0,1365.6,27.4,1346.0,1,1409.4,1,8203.869
MO2609,P,9200,198,102,3,1594.6,90.0,1506.0,1,1574.6,1,8203.869
MO2609,P,9400,198,146,8,1766.6,94.4,1677.2,1,1744.8,1,8203.869
MO2609,P,9600,198,40,0,1930.0,85.4,1853.6,1,1919.4,1,8203.869
