合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,160960,109845,51115,94.06,41292,21278,20014,2026-03-25
159915,创业板ETF易方达,1833834,898702,935132,106.49,857223,415139,442084,2026-03-25
159919,沪深300ETF嘉实,156648,86379,70269,57.05,151963,96761,55202,2026-03-25
159922,中证500ETF嘉实,410826,189319,221507,61.74,295220,182528,112692,2026-03-25
