合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,92,26244,629530,348302,281228,80.74,1243033,737139,505894,2026-09-07
510300,沪深300ETF华泰柏瑞,98,39892,524423,292514,231909,79.28,1133709,644574,489135,2026-09-07
510500,中证500ETF南方,158,173707,1341571,716233,625338,87.31,1406951,689915,717036,2026-09-07
588000,科创50ETF华夏,166,83240,1788480,986455,802025,81.3,2556376,1292083,1264293,2026-09-07
588080,科创50ETF易方达,160,9605,238174,134864,103310,76.6,523875,272202,251673,2026-09-07
