合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,96,41355,882517,547879,334638,61.08,1639949,989390,650559,2026-07-06
510300,沪深300ETF华泰柏瑞,98,62997,1008209,507944,500265,98.49,1207528,682443,525085,2026-07-06
510500,中证500ETF南方,110,210362,1605156,690607,914549,132.43,1232332,586959,645373,2026-07-06
588000,科创50ETF华夏,184,229501,3377663,1610380,1767283,109.74,2446504,1059540,1386964,2026-07-06
588080,科创50ETF易方达,174,33165,578575,265864,312711,117.62,476011,212774,263237,2026-07-06
