合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,22874,599150,361446,237704,65.76,1531174,927706,603468,2026-08-18
510300,沪深300ETF华泰柏瑞,104,44210,784813,448568,336245,74.96,1188431,650054,538377,2026-08-18
510500,中证500ETF南方,190,195288,1658005,919438,738567,80.33,1572744,753238,819506,2026-08-18
588000,科创50ETF华夏,188,114128,2797126,1484820,1312306,88.38,2985043,1514396,1470647,2026-08-18
588080,科创50ETF易方达,180,12197,327542,131946,195596,148.24,642390,319270,323120,2026-08-18
