合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,76570,15687,60883,94.65,54118,27803,26315,2026-07-01
159915,创业板ETF易方达,1762682,890956,871726,127.4,1284255,564755,719500,2026-07-01
159919,沪深300ETF嘉实,123742,72469,51273,55.08,196471,126688,69783,2026-07-01
159922,中证500ETF嘉实,320187,194333,125854,69.54,253973,149804,104169,2026-07-01
