合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,102518,55755,46763,66.68,77133,46277,30856,2026-08-25
159915,创业板ETF易方达,2384965,1248754,1136211,73.5,1901710,1096100,805610,2026-08-25
159919,沪深300ETF嘉实,168227,95726,72501,47.05,232277,157961,74316,2026-08-25
159922,中证500ETF嘉实,272108,167492,104616,53.29,375279,244815,130464,2026-08-25
