合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,18844,568131,331407,236724,71.43,1635731,987986,647745,2026-08-25
510300,沪深300ETF华泰柏瑞,104,44400,776869,402817,374052,92.86,1220353,682986,537367,2026-08-25
510500,中证500ETF南方,190,211919,1838766,987769,850997,86.15,1547399,783258,764141,2026-08-25
588000,科创50ETF华夏,188,129824,3057485,1520294,1537191,101.11,3026293,1692813,1333480,2026-08-25
588080,科创50ETF易方达,180,15921,401113,174676,226437,129.63,649957,369278,280679,2026-08-25
