合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,18508,476265,281355,194910,69.28,1410391,852436,557955,2026-08-10
510300,沪深300ETF华泰柏瑞,104,40945,545001,300265,244736,81.51,1174662,671068,503594,2026-08-10
510500,中证500ETF南方,188,189177,1343451,750946,592505,78.9,1528957,756416,772541,2026-08-10
588000,科创50ETF华夏,188,113797,1873385,892040,981345,110.01,2805575,1458350,1347225,2026-08-10
588080,科创50ETF易方达,180,12174,229607,103109,126498,122.68,579997,301650,278347,2026-08-10
