合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,79605,29106,50499,133.39,98132,42047,56085,2026-03-23
159915,创业板ETF易方达,2747780,1108704,1639076,102.76,1418124,699398,718726,2026-03-23
159919,沪深300ETF嘉实,352470,151222,201248,64.18,257639,156926,100713,2026-03-23
159922,中证500ETF嘉实,594089,267349,326740,64.27,475152,289247,185905,2026-03-23
