合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,92,14991,399030,218510,180520,82.61,1271588,753935,517653,2026-09-09
510300,沪深300ETF华泰柏瑞,98,34150,545589,288327,257262,89.23,1124024,633521,490503,2026-09-09
510500,中证500ETF南方,158,126418,936472,480860,455612,94.75,1409278,685131,724147,2026-09-09
588000,科创50ETF华夏,166,78083,2185860,1363543,822317,60.31,2647749,1359870,1287879,2026-09-09
588080,科创50ETF易方达,160,7931,196865,121346,75519,62.23,547337,292068,255269,2026-09-09
