日期,合约交易代码,当前价,涨跌幅,前结价,行权价,数量
20260306162909,588000C2609M01450,0.1399,2.42,0.1366,1.45,26
20260306162909,588000C2609M01500,0.1197,2.31,0.117,1.5,26
20260306162909,588000C2609M01550,0.1009,1.41,0.0995,1.55,26
20260306162909,588000C2609M01600,0.0852,0.71,0.0846,1.6,26
20260306162909,588000C2609M01650,0.0714,0.14,0.0713,1.65,26
20260306162909,588000C2609M01700,0.0606,0.5,0.0603,1.7,26
20260306162909,588000C2609M01750,0.0519,1.17,0.0513,1.75,26
20260306162909,588000C2609M01800,0.0437,1.63,0.043,1.8,26
20260306162909,588000C2609M01850,0.037,-1.6,0.0376,1.85,26
20260306162909,588000P2609M01450,0.115,-2.04,0.1174,1.45,26
20260306162909,588000P2609M01500,0.1425,-3.19,0.1472,1.5,26
20260306162909,588000P2609M01550,0.175,-3.05,0.1805,1.55,26
20260306162909,588000P2609M01600,0.2076,-2.76,0.2135,1.6,26
20260306162909,588000P2609M01650,0.2439,-2.56,0.2503,1.65,26
20260306162909,588000P2609M01700,0.2847,0.0,0.2889,1.7,26
20260306162909,588000P2609M01750,0.3216,0.0,0.3293,1.75,26
20260306162909,588000P2609M01800,0.3564,0.0,0.371,1.8,26
20260306162909,588000P2609M01850,0.4039,-2.3,0.4134,1.85,26
20260306162909,588000C2609M01400,0.161,2.68,0.1568,1.4,26
20260306162909,588000P2609M01400,0.0877,-4.05,0.0914,1.4,26
20260306162909,588000C2609M01350,0.1907,2.25,0.1865,1.35,26
20260306162909,588000P2609M01350,0.0663,-2.07,0.0677,1.35,26
20260306162909,588000C2609M01300,0.225,3.12,0.2182,1.3,26
20260306162909,588000P2609M01300,0.0482,-3.6,0.05,1.3,26
20260306162909,588000C2609M01250,0.2547,0.63,0.2531,1.25,26
20260306162909,588000P2609M01250,0.0318,-7.56,0.0344,1.25,26
