日期,合约交易代码,当前价,涨跌幅,前结价,行权价,数量
20260306162909,588080C2604M01300,0.1502,1.69,0.1477,1.3,22
20260306162909,588080C2604M01350,0.1026,-4.65,0.1076,1.35,22
20260306162909,588080C2604M01400,0.0756,2.86,0.0735,1.4,22
20260306162909,588080C2604M01450,0.0478,1.49,0.0471,1.45,22
20260306162909,588080C2604M01500,0.0284,0.0,0.0284,1.5,22
20260306162909,588080C2604M01550,0.016,-8.05,0.0174,1.55,22
20260306162909,588080C2604M01600,0.0092,-9.8,0.0102,1.6,22
20260306162909,588080C2604M01650,0.0048,-18.64,0.0059,1.65,22
20260306162909,588080C2604M01700,0.0032,-17.95,0.0039,1.7,22
20260306162909,588080P2604M01300,0.0117,-23.53,0.0153,1.3,22
20260306162909,588080P2604M01350,0.0194,-21.46,0.0247,1.35,22
20260306162909,588080P2604M01400,0.034,-16.46,0.0407,1.4,22
20260306162909,588080P2604M01450,0.0565,-11.16,0.0636,1.45,22
20260306162909,588080P2604M01500,0.0861,-10.03,0.0957,1.5,22
20260306162909,588080P2604M01550,0.124,-7.19,0.1336,1.55,22
20260306162909,588080P2604M01600,0.1659,-5.95,0.1764,1.6,22
20260306162909,588080P2604M01650,0.2313,3.96,0.2225,1.65,22
20260306162909,588080P2604M01700,0.2611,-3.4,0.2703,1.7,22
20260306162909,588080C2604M01200,0.2447,2.9,0.2378,1.2,22
20260306162909,588080C2604M01250,0.1849,-3.55,0.1917,1.25,22
20260306162909,588080P2604M01200,0.0044,-21.43,0.0056,1.2,22
20260306162909,588080P2604M01250,0.007,-22.22,0.009,1.25,22
