日期,合约交易代码,当前价,涨跌幅,前结价,行权价,数量
20260306162909,510050C2603A02700,0.4409,1.01,0.4365,2.63,48
20260306162909,510050C2603A02750,0.3898,0.36,0.3884,2.679,48
20260306162909,510050C2603A02800,0.3457,1.74,0.3398,2.728,48
20260306162909,510050C2603A02850,0.289,-1.47,0.2933,2.776,48
20260306162909,510050C2603A02900,0.2518,2.99,0.2445,2.825,48
20260306162909,510050C2603A02950,0.2032,3.36,0.1966,2.874,48
20260306162909,510050C2603A03000,0.1552,3.47,0.15,2.923,48
20260306162909,510050C2603A03100,0.0694,1.31,0.0685,3.02,48
20260306162909,510050C2603A03200,0.0167,-11.17,0.0188,3.117,48
20260306162909,510050P2603A02700,0.0009,-18.18,0.0011,2.63,48
20260306162909,510050P2603A02750,0.001,-23.08,0.0013,2.679,48
20260306162909,510050P2603A02800,0.001,-33.33,0.0015,2.728,48
20260306162909,510050P2603A02850,0.0014,-30.0,0.002,2.776,48
20260306162909,510050P2603A02900,0.0021,-34.38,0.0032,2.825,48
20260306162909,510050P2603A02950,0.0032,-30.43,0.0046,2.874,48
20260306162909,510050P2603A03000,0.0048,-33.33,0.0072,2.923,48
20260306162909,510050P2603A03100,0.0173,-21.72,0.0221,3.02,48
20260306162909,510050P2603A03200,0.0621,-9.87,0.0689,3.117,48
20260306162909,510050C2603A03300,0.0033,-19.51,0.0041,3.215,48
20260306162909,510050P2603A03300,0.1463,-4.13,0.1526,3.215,48
20260306162909,510050C2603A03400,0.0014,-12.5,0.0016,3.312,48
20260306162909,510050P2603A03400,0.2395,-3.04,0.247,3.312,48
20260306162909,510050C2603A03500,0.0011,-8.33,0.0012,3.41,48
20260306162909,510050P2603A03500,0.3396,-1.28,0.344,3.41,48
20260306162909,510050C2603A03600,0.0008,-11.11,0.0009,3.507,48
20260306162909,510050P2603A03600,0.4323,-2.22,0.4421,3.507,48
20260306162909,510050C2603M02800,0.276,3.06,0.2678,2.8,48
20260306162909,510050C2603M02850,0.2265,3.1,0.2197,2.85,48
20260306162909,510050C2603M02900,0.1759,1.91,0.1726,2.9,48
20260306162909,510050C2603M02950,0.1288,3.04,0.125,2.95,48
20260306162909,510050C2603M03000,0.0849,1.68,0.0835,3.0,48
20260306162909,510050C2603M03100,0.0226,-6.22,0.0241,3.1,48
20260306162909,510050C2603M03200,0.0043,-10.42,0.0048,3.2,48
20260306162909,510050C2603M03300,0.0016,-20.0,0.002,3.3,48
20260306162909,510050C2603M03400,0.0012,0.0,0.0012,3.4,48
20260306162909,510050P2603M02800,0.0017,-15.0,0.002,2.8,48
20260306162909,510050P2603M02850,0.0025,-30.56,0.0036,2.85,48
20260306162909,510050P2603M02900,0.0041,-31.67,0.006,2.9,48
20260306162909,510050P2603M02950,0.0066,-27.47,0.0091,2.95,48
20260306162909,510050P2603M03000,0.0126,-26.74,0.0172,3.0,48
20260306162909,510050P2603M03100,0.0515,-9.97,0.0572,3.1,48
20260306162909,510050P2603M03200,0.1315,-4.92,0.1383,3.2,48
20260306162909,510050P2603M03300,0.2295,-2.34,0.235,3.3,48
20260306162909,510050P2603M03400,0.3284,-2.06,0.3353,3.4,48
20260306162909,510050C2603M03500,0.001,-9.09,0.0011,3.5,48
20260306162909,510050P2603M03500,0.4365,0.44,0.4346,3.5,48
20260306162909,510050C2603M03600,0.0008,-11.11,0.0009,3.6,48
20260306162909,510050P2603M03600,0.5289,-0.96,0.534,3.6,48
