合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,75568,31369,44199,70.11,69409,40803,28606,2026-05-06
159915,创业板ETF易方达,2226901,1267187,959714,116.32,1517496,701517,815979,2026-05-06
159919,沪深300ETF嘉实,177909,119559,58350,64.29,199300,121313,77987,2026-05-06
159922,中证500ETF嘉实,294937,210643,84294,62.65,301352,185281,116071,2026-05-06
