合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,94,26797,627188,373213,253975,68.05,1425605,859895,565710,2026-08-07
510300,沪深300ETF华泰柏瑞,104,50666,701594,394250,307344,77.96,1165446,663128,502318,2026-08-07
510500,中证500ETF南方,186,253745,1718008,1012846,705162,69.62,1477386,720855,756531,2026-08-07
588000,科创50ETF华夏,188,137199,1995741,1101760,893981,81.14,2739417,1414488,1324929,2026-08-07
588080,科创50ETF易方达,180,15718,258238,126861,131377,103.56,559996,295646,264350,2026-08-07
