ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
HO2606,C,2400,105,58,1,576.2,-3.6,574.2,1,593.4,1,2985.345
HO2606,C,2450,105,46,3,531.6,0.4,526.0,1,544.2,1,2985.345
HO2606,C,2500,105,95,4,488.8,5.2,478.2,1,492.4,1,2985.345
HO2606,C,2600,105,67,1,395.4,6.2,384.0,1,398.0,1,2985.345
HO2606,C,2700,105,75,2,298.2,-1.0,293.8,1,308.2,1,2985.345
HO2606,C,2800,105,209,1,217.0,-0.4,213.4,1,223.4,1,2985.345
HO2606,C,2900,105,511,31,150.0,0.0,150.8,1,152.8,3,2985.345
HO2606,C,3000,105,1527,39,99.6,-0.4,100.4,1,102.8,2,2985.345
HO2606,C,3100,105,1237,18,64.8,2.6,63.8,2,66.8,1,2985.345
HO2606,C,3200,105,549,0,42.4,0.8,41.0,1,43.0,2,2985.345
HO2606,C,3300,105,1505,29,28.8,0.6,28.4,7,28.8,1,2985.345
HO2606,C,3400,105,1042,104,20.0,0.0,19.0,1,20.2,4,2985.345
HO2606,C,3500,105,1507,100,15.0,-0.6,14.2,5,15.4,1,2985.345
HO2606,P,2400,105,625,17,4.0,-1.4,4.4,1,4.6,1,2985.345
HO2606,P,2450,105,98,10,5.4,-0.8,5.2,1,5.4,1,2985.345
HO2606,P,2500,105,312,12,7.0,-1.0,6.4,3,6.6,1,2985.345
HO2606,P,2600,105,273,14,11.6,-1.0,10.6,3,11.4,1,2985.345
HO2606,P,2700,105,372,122,20.6,-1.0,20.0,3,20.2,1,2985.345
HO2606,P,2800,105,327,2,39.0,-0.4,36.8,1,39.0,1,2985.345
HO2606,P,2900,105,528,6,68.0,-3.2,66.2,2,71.6,1,2985.345
HO2606,P,3000,105,763,5,114.8,-5.8,112.2,2,122.4,1,2985.345
HO2606,P,3100,105,475,0,182.4,-2.4,177.6,1,187.2,1,2985.345
HO2606,P,3200,105,335,0,263.2,1.8,253.6,1,265.2,1,2985.345
HO2606,P,3300,105,295,1,352.6,3.6,337.2,1,352.2,1,2985.345
HO2606,P,3400,105,122,0,437.0,-2.0,427.8,1,442.2,1,2985.345
HO2606,P,3500,105,107,3,538.6,4.8,519.4,1,537.0,1,2985.345
