合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,126381,27283,99098,93.65,48796,25198,23598,2026-06-25
159915,创业板ETF易方达,1980072,1082230,897842,130.66,1081178,468730,612448,2026-06-25
159919,沪深300ETF嘉实,206475,84988,121487,51.41,180702,119345,61357,2026-06-25
159922,中证500ETF嘉实,233428,94236,139192,75.53,188180,107207,80973,2026-06-25
