合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,120063,22583,97480,140.79,88779,36870,51909,2026-06-15
159915,创业板ETF易方达,2695960,1413356,1282604,134.47,1621065,691364,929701,2026-06-15
159919,沪深300ETF嘉实,162902,93915,68987,68.38,240686,142943,97743,2026-06-15
159922,中证500ETF嘉实,270767,145064,125703,75.99,319256,181407,137849,2026-06-15
