合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,77570,13898,63672,86.17,71315,38306,33009,2026-06-01
159915,创业板ETF易方达,1917596,999704,917892,120.6,1332196,603889,728307,2026-06-01
159919,沪深300ETF嘉实,133282,76714,56568,60.58,206976,128894,78082,2026-06-01
159922,中证500ETF嘉实,249628,98438,151190,59.75,304730,190760,113970,2026-06-01
