合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,114,37530,914392,534620,379772,71.04,1577565,983704,593861,2026-06-01
510300,沪深300ETF华泰柏瑞,124,64748,1057974,563885,494089,87.62,1181368,661160,520208,2026-06-01
510500,中证500ETF南方,134,245143,1707439,709559,997880,140.63,1338369,648127,690242,2026-06-01
588000,科创50ETF华夏,152,185885,3106194,1329271,1776923,133.68,2274242,1099539,1174703,2026-06-01
588080,科创50ETF易方达,148,32365,547330,208293,339037,162.77,487712,239128,248584,2026-06-01
