合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,78264,29640,48624,127.42,84870,37318,47552,2026-06-22
159915,创业板ETF易方达,2982105,1559637,1422468,174.9,1577814,573956,1003858,2026-06-22
159919,沪深300ETF嘉实,299700,151077,148623,74.43,223434,128094,95340,2026-06-22
159922,中证500ETF嘉实,291365,160753,130612,91.9,285206,148624,136582,2026-06-22
