合约标的代码,合约标的名称,合约数量,总成交额,总成交量,认购成交量,认沽成交量,认沽/认购,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
510050,上证50ETF华夏,124,25815,814214,513297,300917,58.62,1354232,739877,614355,2026-04-14
510300,沪深300ETF华泰柏瑞,126,59976,1176005,707930,468075,66.12,1249514,659880,589634,2026-04-14
510500,中证500ETF南方,136,197166,1941467,971103,970364,99.92,1393149,656330,736819,2026-04-14
588000,科创50ETF华夏,116,47804,1500855,917608,583247,63.56,1910003,1024225,885778,2026-04-14
588080,科创50ETF易方达,108,7415,281900,183568,98332,53.57,437123,249093,188030,2026-04-14
