合约标的代码,合约标的名称,成交量,认购成交量,认沽成交量,认沽/认购持仓比,未平仓合约总数,未平仓认购合约数,未平仓认沽合约数,交易日
159901,深证100ETF易方达,95849,36573,59276,100.62,79210,39482,39728,2026-04-14
159915,创业板ETF易方达,2369111,1268033,1101078,138.65,1572797,659036,913761,2026-04-14
159919,沪深300ETF嘉实,123904,78520,45384,63.0,210929,129408,81521,2026-04-14
159922,中证500ETF嘉实,260204,151138,109066,85.66,338937,182556,156381,2026-04-14
